/usr/local/LSTM-KTH/keras-frcnn/JPEGImages/v05_060650.jpg,582,238,841,470,Hook
/usr/local/LSTM-KTH/keras-frcnn/JPEGImages/v05_060650.jpg,325,117,457,204,Clipper
/usr/local/LSTM-KTH/keras-frcnn/JPEGImages/v05_060650.jpg,586,156,782,257,Hook
/usr/local/LSTM-KTH/keras-frcnn/JPEGImages/v05_060650.jpg,270,141,389,209,Irrigator
/usr/local/LSTM-KTH/keras-frcnn/JPEGImages/v05_060650.jpg,222,133,342,196,Grasper
/usr/local/LSTM-KTH/keras-frcnn/JPEGImages/v05_060650.jpg,277,98,393,171,Clipper
/usr/local/LSTM-KTH/keras-frcnn/JPEGImages/v05_060650.jpg,332,65,482,169,Clipper
/usr/local/LSTM-KTH/keras-frcnn/JPEGImages/v05_060650.jpg,349,38,440,158,Bipolar
/usr/local/LSTM-KTH/keras-frcnn/JPEGImages/v05_060650.jpg,132,7,381,101,Grasper
/usr/local/LSTM-KTH/keras-frcnn/JPEGImages/v05_060650.jpg,300,124,461,292,Clipper
/usr/local/LSTM-KTH/keras-frcnn/JPEGImages/v05_060650.jpg,147,39,248,141,Grasper
/usr/local/LSTM-KTH/keras-frcnn/JPEGImages/v05_060650.jpg,164,2,296,74,Grasper
/usr/local/LSTM-KTH/keras-frcnn/JPEGImages/v05_060650.jpg,320,255,458,326,Grasper
/usr/local/LSTM-KTH/keras-frcnn/JPEGImages/v05_060650.jpg,368,5,490,132,Hook
/usr/local/LSTM-KTH/keras-frcnn/JPEGImages/v05_060650.jpg,358,50,473,140,Irrigator
/usr/local/LSTM-KTH/keras-frcnn/JPEGImages/v05_060650.jpg,296,159,506,254,Irrigator
/usr/local/LSTM-KTH/keras-frcnn/JPEGImages/v05_060650.jpg,52,141,187,254,Grasper
/usr/local/LSTM-KTH/keras-frcnn/JPEGImages/v05_060650.jpg,285,247,553,405,Scissors
/usr/local/LSTM-KTH/keras-frcnn/JPEGImages/v05_060650.jpg,202,219,476,308,Bipolar
/usr/local/LSTM-KTH/keras-frcnn/JPEGImages/v05_060650.jpg,407,82,664,222,Clipper
/usr/local/LSTM-KTH/keras-frcnn/JPEGImages/v05_060650.jpg,418,138,566,220,Bipolar
/usr/local/LSTM-KTH/keras-frcnn/JPEGImages/v05_060650.jpg,553,147,809,302,Hook
/usr/local/LSTM-KTH/keras-frcnn/JPEGImages/v05_060650.jpg,311,164,447,263,Bipolar
/usr/local/LSTM-KTH/keras-frcnn/JPEGImages/v05_060650.jpg,217,9,388,106,Grasper
/usr/local/LSTM-KTH/keras-frcnn/JPEGImages/v05_060650.jpg,530,85,733,196,Clipper
/usr/local/LSTM-KTH/keras-frcnn/JPEGImages/v05_060650.jpg,256,184,559,454,Scissors
/usr/local/LSTM-KTH/keras-frcnn/JPEGImages/v05_060650.jpg,438,106,580,200,Irrigator
/usr/local/LSTM-KTH/keras-frcnn/JPEGImages/v05_060650.jpg,95,21,291,156,Grasper
/usr/local/LSTM-KTH/keras-frcnn/JPEGImages/v05_060650.jpg,336,200,526,308,Scissors
/usr/local/LSTM-KTH/keras-frcnn/JPEGImages/v05_060650.jpg,395,175,541,255,Bipolar
/usr/local/LSTM-KTH/keras-frcnn/JPEGImages/v05_060650.jpg,338,55,531,220,Bipolar
/usr/local/LSTM-KTH/keras-frcnn/JPEGImages/v05_060650.jpg,147,90,428,302,SpecimenBag
/usr/local/LSTM-KTH/keras-frcnn/JPEGImages/v05_060650.jpg,254,64,428,131,Grasper
/usr/local/LSTM-KTH/keras-frcnn/JPEGImages/v05_060650.jpg,347,50,446,147,Irrigator
/usr/local/LSTM-KTH/keras-frcnn/JPEGImages/v05_060650.jpg,112,189,185,290,SpecimenBag
/usr/local/LSTM-KTH/keras-frcnn/JPEGImages/v05_060650.jpg,133,29,316,149,Grasper
/usr/local/LSTM-KTH/keras-frcnn/JPEGImages/v05_060650.jpg,58,179,320,413,SpecimenBag
/usr/local/LSTM-KTH/keras-frcnn/JPEGImages/v05_060650.jpg,313,5,444,82,Grasper
/usr/local/LSTM-KTH/keras-frcnn/JPEGImages/v05_060650.jpg,389,120,530,210,Scissors
